Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorus,Fertilizer Name,pH_Level,Rainfall,Previous_Crop,Season,Field_Orientation
37,61,43,Clayey,Tobacco,67,61,42,Urea,7.418016493305794,303.59439506062637,Legumes,Autumn,Flat
25,53,43,Red,Wheat,52,0,60,28-28,7.155978913877429,95.69577875604284,None,Summer,Slope
34,52,48,Clayey,Pulses,5,79,26,10-26-26,7.2569949372922515,82.06859707900753,Legumes,Spring,Flat
32,78,52,Clayey,Paddy,21,3,98,DAP,5.949534298735745,205.26155482212394,None,Summer,Flat
33,76,59,Black,Barley,29,84,57,14-35-14,6.341118275717212,106.59527973293112,Legumes,Summer,Flat
31,78,59,Sandy,Paddy,18,56,77,Urea,5.708067749581161,348.2706983919958,Cereals,Autumn,Flat
32,50,29,Black,Cotton,77,66,7,17-17-17,6.331609575570373,51.30748735937166,Root Crops,Autumn,Flat
28,62,62,Clayey,Wheat,89,39,5,28-28,7.047283992747793,184.65896909894383,Legumes,Autumn,Flat
28,54,30,Loamy,Maize,11,98,45,10-26-26,6.607666627849797,98.76243642244313,Cereals,Summer,Flat
37,61,53,Sandy,Tobacco,42,12,21,20-20,7.5491846551682364,254.32365717642017,Root Crops,Autumn,Flat
26,51,47,Loamy,Maize,0,20,44,20-20,5.586867366218224,239.04035523044678,Root Crops,Summer,Slope
32,55,61,Clayey,Tobacco,77,9,3,Urea,6.900190680558592,292.1203514795376,Cereals,Autumn,Flat
39,54,56,Sandy,Pulses,45,75,10,10-26-26,5.501357758504545,219.02089970840285,Cereals,Summer,Flat
35,76,25,Loamy,Paddy,17,2,50,20-20,6.575341175338914,106.81056836481707,Root Crops,Summer,Flat
26,67,58,Loamy,Pulses,40,81,8,10-26-26,7.092266738045183,65.99441889718591,Cereals,Spring,Flat
33,73,52,Red,Wheat,93,58,91,Urea,6.328397946540624,266.6440322154292,None,Spring,Flat
38,54,31,Sandy,Maize,65,31,84,28-28,6.9409012832695645,181.97655886061742,Root Crops,Autumn,Slope
28,67,61,Loamy,Maize,84,21,69,Urea,5.732214132133652,116.66385003141852,Root Crops,Autumn,Flat
25,65,53,Sandy,Wheat,98,59,87,28-28,5.169048017442893,125.54653990205108,Legumes,Summer,Slope
37,66,43,Red,Wheat,33,32,53,17-17-17,6.945623697990243,94.70802871607808,Root Crops,Autumn,Flat
28,51,43,Sandy,Sugarcane,56,9,30,20-20,7.895208187260586,135.07410031724322,Legumes,Spring,Flat
27,66,44,Loamy,Paddy,24,9,53,Urea,5.703164047864086,287.60641785275857,None,Spring,Flat
36,59,39,Loamy,Barley,64,86,30,10-26-26,7.477755344085436,236.19801949551956,Cereals,Spring,Flat
30,75,48,Red,Tobacco,56,57,59,Urea,6.534738727053129,346.21949290009707,None,Spring,Flat
31,52,32,Black,Paddy,66,71,46,14-35-14,5.431446782645539,207.28437054035783,Root Crops,Autumn,Flat
32,63,31,Clayey,Pulses,1,5,28,20-20,5.59479575891827,206.44689393411733,Root Crops,Autumn,Slope
26,68,43,Clayey,Sugarcane,47,42,37,17-17-17,6.51262781868852,107.41581839910506,Cereals,Summer,Flat
30,61,52,Loamy,Paddy,14,15,14,20-20,6.176430169660717,225.93665855998543,None,Autumn,Flat
39,75,36,Sandy,Tobacco,99,3,36,Urea,5.449669618593409,232.5102989355343,None,Summer,Flat
30,50,50,Black,Paddy,41,35,53,28-28,5.144768575019675,111.95931921314208,Root Crops,Summer,Flat
34,56,59,Red,Cotton,61,47,53,14-35-14,5.822624537658795,76.38982226788256,Legumes,Summer,Slope
36,75,28,Clayey,Cotton,33,7,1,20-20,6.655047206664895,160.63138776609918,Root Crops,Summer,Slope
29,56,58,Black,Barley,37,72,24,17-17-17,6.494879397917489,101.63103730396404,Root Crops,Autumn,Flat
34,62,31,Red,Millets,19,86,33,20-20,6.099009633999938,200.96137564505693,Cereals,Summer,Flat
34,58,51,Loamy,Barley,42,14,79,28-28,6.661509755433186,207.83294792206033,Root Crops,Spring,Slope
31,54,27,Red,Tobacco,2,14,44,20-20,7.33202137589015,232.44676014666427,Cereals,Summer,Slope
27,53,57,Black,Tobacco,53,2,57,28-28,6.815301208347318,230.8492990936433,None,Spring,Slope
28,54,36,Red,Maize,57,69,37,17-17-17,6.4029530628883355,252.46343898021786,Root Crops,Spring,Slope
34,73,43,Sandy,Maize,19,62,51,14-35-14,7.242457605328551,119.13646619962013,None,Spring,Flat
37,73,41,Black,Millets,42,71,30,17-17-17,5.732119758226964,269.2529094973589,None,Autumn,Flat
33,77,42,Clayey,Wheat,89,46,18,Urea,6.320064368355719,207.44700141918986,None,Summer,Flat
28,69,27,Clayey,Maize,88,98,69,Urea,6.3391296515197055,181.1917882302188,None,Autumn,Slope
27,61,37,Loamy,Maize,26,51,24,17-17-17,5.510437393245724,244.36862665056634,None,Summer,Slope
38,57,56,Black,Sugarcane,56,35,45,17-17-17,6.164100670172513,200.37820697222,Cereals,Autumn,Flat
26,62,29,Sandy,Pulses,76,83,57,10-26-26,4.840032255283758,207.70040909620562,Cereals,Autumn,Flat
29,53,49,Clayey,Cotton,61,86,42,10-26-26,8.029742438130363,56.97434231855666,None,Spring,Flat
28,69,46,Sandy,Paddy,8,3,13,Urea,5.7500689692509495,290.611049412571,None,Summer,Flat
37,60,32,Black,Cotton,73,73,77,14-35-14,7.76889130513705,177.25275916891394,Cereals,Autumn,Flat
37,64,40,Black,Millets,61,65,54,14-35-14,6.530467604575594,205.42294740294966,Root Crops,Summer,Slope
32,73,56,Sandy,Wheat,37,28,69,17-17-17,6.951891305724767,166.97315863549136,None,Autumn,Flat
31,63,29,Clayey,Maize,39,38,80,17-17-17,6.108960161319255,215.45914235223017,None,Autumn,Slope
30,67,60,Loamy,Maize,53,92,64,10-26-26,6.66634375356934,66.212715859055,Root Crops,Summer,Flat
35,69,49,Clayey,Tobacco,39,28,59,28-28,7.020391711990749,165.17271841992073,None,Autumn,Slope
36,50,40,Red,Tobacco,60,77,15,17-17-17,7.031641931515345,250.60333763780795,Legumes,Spring,Flat
26,50,48,Red,Maize,65,73,64,Urea,7.119818712059486,331.5338311452424,Legumes,Spring,Flat
27,60,38,Black,Sugarcane,38,37,64,Urea,6.205333831968659,304.75407266248544,None,Summer,Flat
34,78,37,Loamy,Tobacco,23,2,72,Urea,6.115712262006916,338.845409177819,Root Crops,Autumn,Slope
33,78,47,Red,Maize,4,96,66,Urea,5.224658939785917,284.45439530516524,Cereals,Autumn,Slope
37,78,49,Sandy,Barley,73,64,51,14-35-14,6.918575208941549,239.78518184714017,Legumes,Spring,Flat
33,73,51,Clayey,Paddy,88,79,17,Urea,7.365902969058754,176.9817327206446,Root Crops,Spring,Slope
39,69,32,Loamy,Barley,76,28,3,17-17-17,7.7927853439343435,86.94271807094654,None,Spring,Slope
29,79,42,Loamy,Sugarcane,72,51,80,DAP,6.744138107664406,125.24064110920862,Legumes,Spring,Flat
38,55,61,Loamy,Pulses,78,74,30,17-17-17,5.886816181673145,131.35251392211114,Cereals,Summer,Flat
27,54,30,Black,Tobacco,53,72,18,DAP,5.142323085368435,178.36490569508214,Cereals,Summer,Flat
26,62,30,Black,Cotton,63,25,64,28-28,7.3333333864666805,232.95229134882095,Cereals,Autumn,Flat
32,59,49,Sandy,Barley,38,31,57,14-35-14,5.062978746577971,235.59855384490083,None,Summer,Flat
39,55,44,Sandy,Barley,41,76,29,17-17-17,6.2275167378049865,186.662791231882,Legumes,Autumn,Slope
30,53,47,Black,Cotton,12,86,3,10-26-26,6.320554537645084,132.3931277017863,None,Spring,Slope
34,53,41,Red,Paddy,89,93,67,Urea,6.444435889719185,66.9483235566875,Root Crops,Summer,Slope
35,56,56,Clayey,Maize,38,76,81,Urea,6.528642080028672,346.6509155840976,Legumes,Summer,Flat
36,65,40,Clayey,Millets,24,48,42,Urea,6.61051804509406,331.8679694366047,Root Crops,Summer,Flat
31,50,61,Loamy,Sugarcane,70,42,53,28-28,4.567709390337177,104.87778777839628,Cereals,Summer,Slope
25,58,44,Sandy,Tobacco,32,54,7,17-17-17,6.511724727896102,231.61875979789247,Legumes,Summer,Slope
25,75,27,Red,Millets,46,12,87,DAP,4.716339540710498,138.69630211815502,None,Spring,Flat
34,68,25,Clayey,Maize,80,3,7,20-20,7.0857744584727955,108.3285089786562,Cereals,Autumn,Slope
26,69,61,Loamy,Millets,9,4,94,10-26-26,6.0558998753571105,255.32339761452786,None,Autumn,Slope
34,64,59,Loamy,Sugarcane,36,85,33,Urea,4.77437061982132,285.85782622000903,Cereals,Autumn,Flat
39,58,40,Sandy,Cotton,82,66,40,28-28,5.848636258091699,171.97788449646492,Legumes,Autumn,Slope
27,70,28,Clayey,Wheat,0,35,73,20-20,6.043939728652277,67.71910586148323,None,Spring,Flat
36,77,27,Clayey,Cotton,38,5,32,20-20,7.4525596940440035,170.44874659522873,Legumes,Summer,Flat
25,69,41,Red,Pulses,1,5,61,20-20,6.657310193400196,209.65818999702716,None,Summer,Slope
38,77,58,Sandy,Millets,66,54,81,Urea,6.775555955480464,317.9649561231548,None,Summer,Slope
29,71,58,Sandy,Pulses,87,74,35,Urea,7.444977307376481,247.0407951446687,Cereals,Summer,Slope
39,50,41,Black,Barley,51,36,5,17-17-17,6.423084569660409,263.1489311216103,Legumes,Spring,Slope
39,75,48,Clayey,Paddy,39,48,39,17-17-17,7.1033503688259225,110.78938531618314,None,Autumn,Flat
27,50,61,Black,Sugarcane,67,36,36,17-17-17,7.047088891145593,266.08148730794335,Root Crops,Autumn,Slope
25,65,26,Red,Cotton,68,29,72,28-28,5.47082440514447,200.54745709784325,None,Autumn,Flat
32,54,38,Loamy,Cotton,36,61,17,Urea,7.678386862103864,296.12346582058495,Root Crops,Autumn,Flat
36,70,34,Sandy,Tobacco,47,11,68,28-28,5.363758575943445,114.91083743231044,Root Crops,Spring,Slope
35,76,39,Clayey,Barley,42,16,83,20-20,7.233893319582279,204.45871989453914,None,Summer,Flat
30,58,61,Black,Wheat,98,5,28,Urea,5.286341570475494,112.84313002288218,Cereals,Autumn,Flat
33,50,42,Loamy,Pulses,50,96,62,10-26-26,6.980989430521339,135.7749348912868,Legumes,Spring,Slope
27,68,37,Red,Paddy,38,32,60,Urea,7.989531902520138,299.6612253201441,Cereals,Autumn,Flat
33,65,59,Clayey,Barley,75,10,99,DAP,6.329617074759831,256.33829541114994,Cereals,Summer,Flat
33,52,60,Clayey,Paddy,31,9,2,20-20,6.294915485717483,268.54641252975654,None,Summer,Flat
39,53,61,Sandy,Barley,10,79,42,10-26-26,6.98835199945348,70.56120138966605,Root Crops,Spring,Slope
36,61,34,Sandy,Paddy,74,23,30,20-20,6.236482835229966,268.6269676347002,Root Crops,Summer,Flat
39,78,53,Black,Tobacco,70,37,69,28-28,7.954622962994257,197.4221286855164,None,Summer,Slope
37,56,58,Black,Sugarcane,8,45,11,20-20,6.653753799566957,187.74313783761227,Legumes,Summer,Flat
36,64,48,Red,Paddy,36,7,91,DAP,6.2438643934234195,173.7880785128445,Cereals,Spring,Slope
25,72,51,Loamy,Cotton,72,10,41,Urea,6.0677715776834535,305.53846373759137,Root Crops,Spring,Flat
27,64,33,Red,Paddy,21,70,2,17-17-17,5.7536412238615835,103.23918170863377,Root Crops,Summer,Slope
30,75,33,Clayey,Millets,68,51,15,Urea,5.9977960105940085,294.2344093497967,Legumes,Autumn,Flat
32,54,34,Black,Maize,7,78,95,Urea,6.219461285073123,328.49715491489604,Cereals,Autumn,Flat
28,79,36,Red,Millets,7,59,84,10-26-26,6.109888741201136,100.47164700025854,None,Autumn,Flat
29,74,39,Red,Pulses,86,98,56,Urea,5.973459780690317,349.8787995950302,None,Spring,Slope
33,72,27,Sandy,Tobacco,31,22,32,Urea,8.179072984281952,347.1602726401345,Root Crops,Autumn,Slope
30,51,52,Red,Wheat,24,49,55,14-35-14,5.675923938808408,236.39567873815497,Root Crops,Spring,Slope
36,61,33,Loamy,Sugarcane,19,11,32,20-20,6.61730607011694,130.56047072717735,Legumes,Summer,Flat
31,68,63,Red,Sugarcane,48,11,70,28-28,6.974016807808698,178.88752533299072,Cereals,Summer,Flat
31,76,54,Loamy,Paddy,58,71,15,17-17-17,7.004086396466986,101.1149735718827,None,Summer,Flat
28,72,47,Loamy,Sugarcane,13,64,45,14-35-14,6.4531143393740225,86.06065757640049,Legumes,Summer,Flat
28,54,54,Clayey,Pulses,7,34,83,10-26-26,6.307437942522152,261.2088904998514,Root Crops,Autumn,Flat
28,72,40,Red,Paddy,29,18,25,20-20,6.861237992991605,223.95380762192735,Legumes,Summer,Flat
38,74,60,Black,Maize,74,85,53,10-26-26,6.713217319982561,219.07217043863534,None,Summer,Flat
39,74,54,Clayey,Maize,83,83,27,Urea,6.2928329321859895,124.3282628232077,Cereals,Summer,Flat
35,52,61,Sandy,Wheat,2,8,33,DAP,5.250497142620455,120.47187344191293,Cereals,Autumn,Flat
29,73,40,Red,Pulses,66,27,26,Urea,6.125661022133402,346.92027377065466,Root Crops,Autumn,Flat
29,78,52,Clayey,Maize,40,68,64,14-35-14,5.582759869034033,238.6321434346909,None,Autumn,Flat
32,55,44,Sandy,Pulses,34,49,95,Urea,5.966272359946939,295.8366688831236,Cereals,Summer,Flat
33,62,38,Clayey,Pulses,50,82,77,10-26-26,6.526578590813568,163.55357652357264,Cereals,Spring,Slope
26,69,53,Clayey,Pulses,63,99,81,Urea,6.786988915197293,303.1043281568662,None,Autumn,Flat
35,64,61,Clayey,Millets,20,86,49,10-26-26,7.924362201033925,266.7142238918666,Root Crops,Autumn,Slope
31,53,43,Loamy,Paddy,72,91,9,10-26-26,6.070074896876949,155.03732585051296,Legumes,Spring,Slope
25,69,41,Red,Barley,71,22,33,20-20,7.11970050822012,265.30833446586485,None,Autumn,Slope
25,56,25,Sandy,Wheat,60,77,72,Urea,6.7447680195502695,327.68681828220105,None,Autumn,Slope
28,71,53,Red,Pulses,98,45,24,Urea,7.536798136511832,114.11944651271246,None,Summer,Slope
34,67,53,Clayey,Pulses,40,58,79,DAP,6.960982975676501,214.28978347354257,Root Crops,Spring,Flat
31,70,48,Loamy,Wheat,1,25,51,Urea,5.693214858170947,339.9951161496017,Cereals,Autumn,Flat
26,70,43,Black,Maize,54,17,24,DAP,5.121563176567015,296.4193820052169,Legumes,Autumn,Slope
35,71,34,Clayey,Wheat,58,36,80,DAP,6.7490093597340035,236.0873545023393,Cereals,Summer,Flat
26,56,60,Black,Wheat,70,29,63,28-28,6.077239201679688,70.92963127468188,Legumes,Spring,Flat
25,61,41,Loamy,Pulses,16,53,80,14-35-14,5.715749003239522,171.89695912085688,Root Crops,Summer,Flat
34,60,41,Loamy,Pulses,11,37,23,DAP,5.485937836373537,245.2296403720671,None,Spring,Flat
26,73,56,Black,Wheat,1,73,80,DAP,6.628780398069725,172.8985564364731,Cereals,Summer,Flat
37,61,40,Loamy,Wheat,36,91,53,Urea,7.706166159450692,349.1251402628303,Legumes,Summer,Flat
39,75,47,Black,Tobacco,82,36,63,Urea,6.173062123435167,276.01784000988647,None,Autumn,Flat
31,79,40,Loamy,Paddy,37,58,54,14-35-14,6.972216248860258,106.12454563573424,None,Spring,Slope
33,64,56,Black,Tobacco,25,56,25,17-17-17,6.418186919825926,197.11590484464054,Cereals,Autumn,Slope
30,57,26,Black,Wheat,29,33,14,DAP,5.468494328717286,165.19166186538473,Legumes,Autumn,Flat
34,60,64,Red,Pulses,38,0,46,20-20,7.087849074808334,228.15295395925108,Legumes,Summer,Flat
26,70,30,Loamy,Millets,52,57,72,14-35-14,5.624246364778103,183.96935484431893,Cereals,Spring,Flat
36,67,34,Red,Millets,8,88,8,10-26-26,6.517301304474851,121.37021474603176,Legumes,Spring,Slope
39,59,58,Red,Pulses,17,79,20,10-26-26,6.226783667995756,267.3113795974032,None,Spring,Slope
34,57,54,Black,Cotton,37,77,7,17-17-17,7.214461947652554,81.99830421677163,None,Summer,Flat
39,55,60,Clayey,Sugarcane,70,87,49,17-17-17,5.653479206023451,209.64019701563305,Cereals,Summer,Flat
34,52,30,Black,Millets,77,30,45,28-28,6.812695926241568,143.04799473455893,Legumes,Autumn,Flat
37,69,57,Loamy,Barley,5,74,16,Urea,5.828162074121039,339.95931050907154,Legumes,Summer,Slope
33,61,29,Black,Wheat,95,17,2,28-28,6.091115830136972,141.06840656364906,Legumes,Spring,Slope
31,66,52,Sandy,Cotton,86,4,50,Urea,4.0,152.28246334347952,Cereals,Summer,Flat
35,52,31,Loamy,Barley,82,98,19,Urea,8.173678857294327,262.1261512068087,None,Spring,Flat
25,69,43,Clayey,Maize,46,98,11,10-26-26,6.940445546260985,88.5425726938326,None,Spring,Flat
36,67,50,Sandy,Cotton,70,46,59,14-35-14,5.886122011249468,147.38752976832075,Root Crops,Summer,Flat
33,79,62,Black,Cotton,11,28,49,20-20,5.600275449333605,258.77444715162164,Root Crops,Autumn,Slope
26,61,62,Black,Maize,42,63,42,14-35-14,6.103480997696527,59.226122186081476,Root Crops,Spring,Slope
28,71,63,Clayey,Tobacco,28,93,0,10-26-26,7.073503627855561,143.30018871930903,Legumes,Summer,Flat
33,73,41,Black,Paddy,79,78,60,28-28,4.986332059532059,52.47669991140334,Legumes,Summer,Flat
28,65,43,Clayey,Paddy,39,52,52,14-35-14,6.386732464564529,95.0687592510213,Legumes,Spring,Flat
27,77,51,Sandy,Sugarcane,29,70,87,DAP,7.916513497970139,231.25921821950436,None,Summer,Flat
25,71,61,Clayey,Barley,87,72,25,Urea,5.592842931225757,187.01445817103607,Root Crops,Spring,Slope
31,59,31,Clayey,Barley,10,46,12,20-20,6.564308031010924,96.80777434782055,Root Crops,Spring,Flat
39,68,62,Loamy,Maize,79,32,59,28-28,8.262647852206207,73.40763145266965,Cereals,Spring,Flat
30,58,41,Red,Millets,93,18,96,Urea,7.005721303752618,66.89734061818461,Cereals,Autumn,Flat
34,63,53,Loamy,Maize,39,7,24,20-20,6.600739056388364,75.6074474893109,Root Crops,Summer,Flat
28,69,63,Red,Millets,79,89,2,Urea,6.905309163927202,78.82303817872263,Root Crops,Summer,Flat
30,63,41,Sandy,Maize,96,39,10,28-28,6.179307731992238,75.89380537463182,Legumes,Spring,Flat
30,71,39,Sandy,Cotton,16,84,85,10-26-26,7.539705028242752,66.52406633093162,None,Autumn,Flat
37,53,40,Black,Cotton,81,59,97,DAP,6.180535981679831,259.10921772905454,None,Spring,Flat
28,64,57,Loamy,Maize,87,41,52,Urea,4.932654713011218,332.3800123779826,Cereals,Summer,Slope
38,69,35,Black,Barley,30,89,55,Urea,6.186957516847632,306.7936654605009,Cereals,Summer,Flat
37,76,57,Black,Millets,2,47,1,20-20,5.726612376098637,129.7560692361226,Cereals,Spring,Flat
30,51,56,Red,Barley,25,43,85,DAP,6.275044790242057,111.28383414998822,Cereals,Summer,Flat
34,75,52,Loamy,Paddy,3,99,29,10-26-26,6.292732752735495,64.37361566025808,Root Crops,Autumn,Slope
35,67,44,Loamy,Barley,0,90,10,10-26-26,7.457938559843926,96.8101040098957,Root Crops,Summer,Flat
32,51,53,Black,Pulses,66,46,36,17-17-17,7.056234181331509,220.33138784776926,None,Spring,Flat
37,67,40,Black,Cotton,76,39,28,Urea,6.710612390060318,349.4374555394725,Root Crops,Summer,Flat
27,57,54,Black,Maize,77,60,31,Urea,6.497643670933924,307.71032206200334,None,Autumn,Flat
28,59,41,Red,Sugarcane,19,9,33,20-20,5.652913592913604,204.47645910364204,Legumes,Spring,Flat
34,69,38,Red,Barley,17,13,23,DAP,4.755059809867458,177.0364651659142,Root Crops,Autumn,Flat
37,53,48,Clayey,Sugarcane,49,16,53,28-28,6.590528009114227,94.34776520413688,Legumes,Summer,Slope
36,59,61,Sandy,Maize,92,38,96,28-28,7.135712962858927,175.57737024204113,Legumes,Autumn,Flat
38,59,37,Loamy,Barley,81,10,88,28-28,6.413332893404329,228.4574549458886,Legumes,Autumn,Flat
39,76,42,Loamy,Millets,4,94,57,10-26-26,6.07211654177064,228.64235243453896,None,Autumn,Flat
25,79,31,Sandy,Pulses,58,65,87,DAP,6.87160173217137,217.2639449325636,None,Spring,Flat
28,52,35,Black,Paddy,36,34,56,Urea,6.433334239500522,297.2056509621883,Root Crops,Summer,Flat
35,70,41,Loamy,Barley,49,79,2,10-26-26,7.848595353579169,203.02516208564566,Legumes,Summer,Flat
34,53,43,Loamy,Wheat,2,63,59,14-35-14,7.4861826736546275,191.85487289372193,Cereals,Spring,Flat
34,72,30,Black,Barley,56,74,6,17-17-17,7.2676064456186635,141.73217159996904,Cereals,Spring,Flat
36,59,42,Loamy,Maize,87,26,34,Urea,7.106187291367923,104.07251974104426,None,Autumn,Slope
38,56,34,Red,Cotton,94,69,84,Urea,5.467866068438834,50.42118395887236,None,Spring,Flat
33,71,25,Sandy,Cotton,18,82,86,DAP,7.03039496164208,146.6294885673761,None,Spring,Flat
32,72,25,Red,Tobacco,7,16,49,20-20,6.80106076611726,239.92422962651244,None,Spring,Flat
35,61,62,Red,Barley,11,95,95,DAP,6.985139782712931,217.66925287785602,None,Spring,Flat
28,56,51,Loamy,Wheat,20,80,22,10-26-26,6.894087589450442,209.15496889955224,Legumes,Spring,Flat
36,62,49,Red,Sugarcane,60,50,6,Urea,6.8622100702784525,281.7130314485854,Cereals,Autumn,Slope
31,57,50,Clayey,Maize,58,97,79,10-26-26,8.660693175639675,119.85403442412438,None,Spring,Flat
34,76,63,Red,Millets,32,15,72,20-20,6.439051464038465,253.56140145786785,Cereals,Autumn,Flat
27,62,34,Loamy,Barley,31,72,74,DAP,7.249069904663465,232.1494549911084,Cereals,Spring,Flat
33,50,60,Black,Tobacco,63,37,40,17-17-17,6.1232081517887975,151.69742843726607,Legumes,Summer,Flat
34,65,32,Black,Tobacco,31,96,12,10-26-26,7.132513267110138,115.56308083760331,Root Crops,Summer,Slope
28,68,57,Loamy,Millets,35,28,34,17-17-17,7.251455912185964,218.8069608661539,Cereals,Autumn,Flat
26,77,53,Red,Paddy,30,22,40,Urea,6.791540861708278,333.5444208438412,None,Summer,Flat
34,68,58,Sandy,Tobacco,99,56,92,Urea,7.8353975539012,72.90525264034022,Cereals,Spring,Slope
29,70,51,Red,Maize,45,39,18,Urea,5.792579170911666,335.89545178836505,Legumes,Summer,Flat
26,75,28,Red,Cotton,29,40,43,14-35-14,6.110223246665422,189.4274431663446,Root Crops,Summer,Flat
38,79,29,Sandy,Tobacco,32,15,57,17-17-17,6.669904068818791,263.0130502687073,Legumes,Autumn,Slope
34,62,35,Red,Barley,26,59,98,Urea,7.204645482787377,290.9614001104751,None,Summer,Slope
30,78,25,Red,Wheat,32,21,94,DAP,6.643543617035947,95.45443911055357,Root Crops,Summer,Flat
35,56,37,Clayey,Barley,4,39,45,20-20,7.528607229208453,63.487418244371796,Root Crops,Autumn,Slope
34,64,44,Clayey,Cotton,53,16,19,20-20,5.970648103226944,88.54751795992715,Root Crops,Autumn,Flat
25,75,58,Loamy,Pulses,54,64,83,10-26-26,5.587537208409156,152.2858667871207,None,Autumn,Flat
38,55,57,Red,Barley,71,89,76,Urea,6.746502669229204,336.9662688811218,None,Summer,Flat
30,53,38,Black,Wheat,3,62,24,20-20,6.438255779109043,62.83263137461236,Legumes,Spring,Slope
28,71,36,Black,Pulses,97,26,31,28-28,6.934290976286576,325.9394298874258,Legumes,Autumn,Flat
27,72,35,Loamy,Paddy,78,35,81,28-28,6.478078167306797,218.3884074386366,Cereals,Spring,Slope
26,69,25,Clayey,Sugarcane,81,75,14,Urea,6.227984167501234,80.70228844954042,Cereals,Spring,Flat
31,60,32,Loamy,Cotton,40,40,57,14-35-14,6.440049942621021,95.82454735079943,Root Crops,Autumn,Slope
33,73,42,Loamy,Maize,12,4,94,DAP,6.523079115834548,256.79935154468524,Cereals,Spring,Flat
36,70,29,Black,Millets,12,59,9,20-20,6.256014960121336,232.53603806312876,Root Crops,Autumn,Slope
27,68,55,Clayey,Millets,84,62,26,Urea,6.337494362941258,100.23694084281635,None,Spring,Flat
30,51,27,Clayey,Maize,18,94,41,Urea,6.177125330410472,321.2993264021288,None,Autumn,Flat
33,66,46,Red,Pulses,96,58,29,Urea,7.185332095895525,89.87117997731804,None,Autumn,Flat
26,64,30,Loamy,Wheat,3,2,28,20-20,6.655216803604639,203.47207581618818,None,Autumn,Flat
31,69,48,Red,Maize,51,8,36,20-20,8.305401977735013,208.48830282545205,Root Crops,Autumn,Flat
29,67,51,Sandy,Maize,85,59,37,28-28,6.62856364102277,311.15070698184945,Legumes,Autumn,Flat
29,61,45,Black,Barley,0,74,9,20-20,6.059314023737071,56.64506479637097,Root Crops,Summer,Slope
35,52,61,Sandy,Tobacco,45,67,28,17-17-17,8.636540299890452,90.93551027236666,Legumes,Summer,Flat
31,66,58,Sandy,Tobacco,71,73,30,17-17-17,6.8309011021714685,101.20360401631214,None,Spring,Flat
33,63,59,Sandy,Barley,0,43,85,DAP,7.292099829514253,68.86441925744121,Root Crops,Summer,Flat
28,78,60,Clayey,Millets,51,57,92,DAP,6.973682386561993,239.4449852272864,None,Summer,Slope
33,55,50,Red,Millets,59,5,7,20-20,6.998408823438199,118.8799582109444,None,Autumn,Flat
39,53,25,Red,Millets,16,36,99,DAP,6.9285232410819795,223.00095036811177,Root Crops,Summer,Flat
38,70,43,Loamy,Sugarcane,69,4,3,Urea,5.618332348179147,284.78366107772985,Root Crops,Summer,Slope
37,57,50,Loamy,Cotton,23,61,37,20-20,6.79402323804913,172.5585479867804,Cereals,Summer,Slope
35,76,47,Loamy,Maize,91,27,50,Urea,5.440110956919809,280.6550822990239,None,Autumn,Flat
34,69,64,Sandy,Barley,81,41,70,Urea,6.360509730869973,283.36056519308704,Root Crops,Autumn,Flat
33,71,58,Black,Maize,4,76,10,20-20,5.91950603474937,129.0269197221973,Cereals,Spring,Slope
37,52,51,Black,Wheat,32,25,80,DAP,6.785976148678979,54.72337922091947,Root Crops,Spring,Slope
28,57,27,Black,Paddy,85,42,14,28-28,6.767300997870588,80.9845559618997,Legumes,Autumn,Slope
27,62,63,Red,Cotton,3,46,70,Urea,6.884916712612149,297.0571220512379,Cereals,Summer,Slope
26,68,37,Clayey,Pulses,80,46,98,Urea,6.72983725819927,171.59219450423717,Cereals,Summer,Flat
33,64,63,Black,Paddy,13,0,41,Urea,6.014539726570881,301.7288048355409,Root Crops,Spring,Flat
36,72,40,Black,Millets,9,51,73,14-35-14,6.291197208518656,214.25429610404234,Cereals,Spring,Flat
26,56,27,Clayey,Sugarcane,31,19,20,17-17-17,7.236316929003588,109.21861631651308,Cereals,Summer,Flat
30,52,50,Loamy,Pulses,20,35,72,20-20,7.35428534183552,263.67117712820095,Root Crops,Autumn,Flat
29,68,29,Red,Paddy,84,49,87,28-28,5.582573521098761,217.45590278977622,Legumes,Summer,Slope
38,75,27,Red,Sugarcane,15,84,46,10-26-26,5.275257893989883,155.54156364414365,Legumes,Autumn,Flat
29,59,52,Clayey,Tobacco,9,87,90,DAP,5.9184884934362305,76.31509863485911,None,Summer,Slope
28,77,54,Sandy,Sugarcane,84,99,23,10-26-26,7.3361660656258,80.6895068469321,Cereals,Summer,Flat
30,76,47,Red,Wheat,62,54,86,10-26-26,7.4719072241464275,106.55348424391363,None,Autumn,Flat
29,65,42,Sandy,Paddy,41,97,33,10-26-26,5.760230495679062,251.87933577727978,None,Summer,Flat
35,63,29,Loamy,Wheat,45,90,85,DAP,6.74584748298907,268.3914266348494,None,Spring,Slope
28,57,46,Red,Tobacco,44,98,36,10-26-26,7.96754506651207,239.2747558295714,None,Summer,Slope
37,60,25,Red,Maize,27,42,10,17-17-17,6.8322491817922675,151.18051631005855,Cereals,Spring,Flat
33,68,51,Loamy,Wheat,20,98,8,10-26-26,7.637202628186475,182.14101294658366,Legumes,Autumn,Flat
